SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,CATEGORY,SUB_CATEGORY,SALES,QUANTITY,DISCOUNT,PROFIT,PROFIT_MARGIN,DISCOUNT_AMOUNT,PROFIT_CATEGORY
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,-76.66666666666666,2.0622,LOSS
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,36.24999999999999,3.2112000000000003,LOW
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,31.25,4.3488,LOW
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,-74.0,109.375,LOSS
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,11.249999999999998,0.52,LOW
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,-270.0,53.02720000000001,LOSS
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,27.500000000000004,7.0336,LOW
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,10.0,88.9536,LOW
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,6.999999999999999,0.0,LOW
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,27.0,0.0,LOW
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,47.0,0.0,LOW
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,31.000000000000007,0.0,LOW
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,4.000000000000001,0.0,LOW
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,31.25,4.16,LOW
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,37.50000000000001,4.736,LOW
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,-54.0,226.225,LOSS
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,-23.333333333333332,25.192800000000002,LOSS
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,-80.0,831.5999999999999,LOSS
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,5.0,17.916800000000002,LOW
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,27.999999999999996,0.0,LOW
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,7.500000000000001,60.4752,LOW
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,32.5,1.1168,LOW
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,36.25,4.5408,LOW
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,-70.0,13.8432,LOSS
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,26.250000000000007,14.540799999999999,LOW
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,-80.0,335.9916,LOSS
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,10.0,5.4336,LOW
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,43.99999999999999,0.0,LOW
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,21.999999999999996,0.0,HIGH
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,1.0,0.0,LOW
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,-17.5,32.3136,LOSS
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,11.25,77.93920000000001,LOW
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,-66.66666666666667,13.0536,LOSS
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,-43.63636363636363,105.23700000000001,LOSS
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,-40.0,279.276525,LOSS
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,-66.66666666666666,3.7296,LOSS
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,0.0,51.6144,LOW
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,-1.25,123.5952,LOSS
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,44.99999999999999,0.0,LOW
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,36.25,5.184000000000001,LOW
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,-85.0,251.808,LOSS
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,-40.0,7.0128,LOSS
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,35.0,6.396800000000001,LOW
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,-68.0,88.6125,LOSS
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,-70.0,2.4263999999999997,LOSS
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,16.249999999999996,1.4816000000000003,LOW
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,29.000000000000004,0.0,HIGH
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,25.0,0.0,LOW
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,50.0,0.0,LOW
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,33.0,0.0,HIGH
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,47.99999999999999,0.0,LOW
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,8.75,64.3136,LOW
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,47.0,0.0,LOW
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,19.000000000000004,0.0,HIGH
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,28.000000000000004,0.0,LOW
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,45.0,0.0,HIGH
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,-70.0,7.2791999999999994,LOSS
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,-23.75,16.4736,LOSS
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,7.499999999999998,10.784,LOW
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,8.75,129.5808,LOW
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,34.0,0.0,LOW
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2.9999999999999996,0.0,LOW
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,35.0,3.504,LOW
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,-275.0,1.2992000000000001,LOSS
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,-16.666666666666668,1223.9928,LOSS
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,-10.0,1007.9832000000001,LOSS
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,8.75,65.6448,LOW
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,43.99999999999999,0.0,LOW
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,33.75,2.8032000000000004,LOW
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,4.0,0.0,LOW
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,-20.0,7.4416,LOSS
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,37.5,11.5152,LOW
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,28.999999999999996,0.0,HIGH
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,44.0,0.0,LOW
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,43.99999999999999,0.0,LOW
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,37.5,2.184,LOW
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,46.0,0.0,LOW
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,25.999999999999996,0.0,LOW
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,35.0,2.3296,LOW
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,32.5,3.6351999999999998,LOW
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,10.0,11.942400000000001,LOW
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,35.0,4.968,LOW
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,-165.0,1.6640000000000001,LOSS
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,33.75,222.88000000000002,HIGH
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,5.0,207.768,LOW
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,33.75,28.352,LOW
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,20.0,47.96000000000001,LOW
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,6.2208000000000006,LOW
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,-66.66666666666667,177.8406,LOSS
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,12.5,38.9056,LOW
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,-21.25,192.29600000000002,LOSS
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,35.0,3.8192000000000004,LOW
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,33.75,3.6992,LOW
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,21.25,51.1968,LOW
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,-56.00000000000001,43.485,LOSS
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,26.25,60.083200000000005,LOW
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,8.75,46.07040000000001,LOW
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,-11.249999999999998,43.6704,LOSS
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,-80.0,55.019999999999996,LOSS
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,33.75,5.510400000000001,LOW
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,0.0,LOW
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,1.0,0.0,LOW
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,48.00000000000001,0.0,LOW
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,49.00000000000001,0.0,LOW
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.0,6.5688,46.00000000000001,0.0,LOW
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445,-60.0,109.5375,LOSS
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864,48.00000000000001,0.0,LOW
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.0,2.8536,29.000000000000004,0.0,LOW
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.0,20.9208,46.0,0.0,LOW
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.0,83.868,28.999999999999996,0.0,LOW
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.0,2.0049,41.0,0.0,LOW
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,23.75,3.0272,LOW
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114,11.250000000000002,93.3536,LOW
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136,11.25,3.0464,LOW
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358,32.5,1.2528000000000001,LOW
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.0,37.6422,43.0,0.0,LOW
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298,12.5,35.6768,LOW
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,3.1104000000000003,LOW
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744,8.75,19.8272,LOW
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568,17.77777777777778,13.5882,LOW
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.0,1995.99,50.0,0.0,HIGH
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226,28.999999999999996,0.0,LOW
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6,36.0,0.0,HIGH
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071,30.0,0.0,LOW
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,50.0,0.0,LOW
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.2,81.744,32.5,50.304,LOW
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.0,34.9965,35.0,0.0,LOW
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995,6.25,3.1984000000000004,LOW
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-67.8762,-23.333333333333332,116.35920000000002,LOSS
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389,6.25,10.8448,LOW
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.5016,-32.857142857142854,236.0232,LOSS
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.831,33.75,20.048000000000002,LOW
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,-73.33333333333333,26.4348,LOSS
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7,-25.0,33.12,LOSS
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.7,-13.816,-66.66666666666667,14.506799999999998,LOSS
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,-70.0,3.4271999999999996,LOSS
